booking_id,customer_id,best_driver_id,pickup_location,drop_location,pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,booking_value,service_category,skill_match_score,driver_avg_rating,customer_repeat_rate,traffic_index,temp,humidity,weather,peak_hour,success_flag
"""CNR6866217""","""CID7798304""",190,Dilshad Garden,Nehru Place,28.6758864,77.321446,28.5492574,77.2529526,15.5872834689036,246.0,moving_help,0.67,1.29,0.11879580922779027,0.67,29.69,9.0,Clear,0,1
"""CNR4932611""","""CID8795963""",175,Aya Nagar,Karkarduma,28.476491,77.1329132,28.6493434,77.3060686,25.60058316986387,237.0,cleaning,0.672,3.63,0.22091487459242856,0.75,29.15,10.0,Clear,0,1
"""CNR6945858""","""CID9079088""",51,MG Road,Hauz Rani,12.9755264,77.6067902,28.5291809,77.2117586,1729.9708832727606,379.0,moving_help,0.78,1.12,0.11904774091602618,0.41,26.89,59.0,Clouds,0,1
"""CNR6584679""","""CID4738537""",55,Jasola,Palam Vihar,28.5427353,77.2913342,28.4983353,77.0203007,26.936540336024564,545.0,plumbing,0.4,3.51,0.2697537284773686,0.41,29.62,9.0,Clear,0,1
"""CNR6125653""","""CID2808212""",244,Kashmere Gate,RK Puram,28.6668141,77.2290549,17.3679481,78.5487763,1263.5793615486264,479.0,carpentry,0.45,1.55,0.09767180371158962,0.77,29.67,9.0,Clear,0,1
"""CNR6339107""","""CID7358763""",131,Punjabi Bagh,Madipur,28.672995,77.1461239,28.6764752,77.1193599,2.639556701725391,647.0,moving_help,0.6,4.61,0.15693543959823864,0.66,29.61,9.0,Clear,0,1
"""CNR2107544""","""CID1266188""",135,Mayur Vihar,Palam Vihar,28.6098555,77.2926318,28.4983353,77.0203007,29.347123209071043,125.0,moving_help,0.84,4.24,0.15652677231816317,0.41,29.79,9.0,Clear,0,1
"""CNR5316307""","""CID1816553""",21,Tughlakabad,Akshardham,28.5034421,77.2970508,28.6125167,77.2773184,12.280700017010881,375.0,electrical,0.4,2.31,0.1946614135851831,0.5,29.49,9.0,Clear,0,1
"""CNR3635865""","""CID6477355""",167,Cyber Hub,Yamuna Bank,51.905975,-2.1147883,28.6232554,77.2678697,6841.150127369196,310.0,cleaning,0.52,4.8,0.0920100133689523,0.66,13.58,88.0,Clouds,0,1
"""CNR9252424""","""CID9413620""",274,Vidhan Sabha,Mehrauli,26.843382,80.9440184,28.5218262,77.1783232,415.0830052127429,291.0,moving_help,0.6160000000000001,3.49,0.19279815217949495,0.52,30.3,26.0,Clear,0,1
"""CNR3096031""","""CID3101926""",89,Anand Vihar,Saket,28.646841,77.3160332,28.521168,77.2022237,17.85407606918454,114.0,cleaning,0.44800000000000006,1.45,0.04231074586332923,0.38,29.77,9.0,Clear,0,1
"""CNR4141159""","""CID6810411""",14,Uttam Nagar,New Delhi Railway Station,28.6215226,77.0611064,28.6402816,77.2204103,15.687124363217636,464.0,cleaning,0.65,3.16,0.26808405699363924,0.67,29.5,10.0,Clear,0,1
"""CNR6757829""","""CID8433663""",242,Model Town,Mundka,28.707334,77.1885231,28.6819261,77.0308105,15.640446104975558,160.0,moving_help,0.44,2.37,0.4865040925366787,0.5,29.63,9.0,Clear,0,1
"""CNR3347993""","""CID4871438""",265,Ghitorni,Pitampura,28.4931214,77.1424868,28.6995123,77.1301047,22.981437591314997,206.0,painting,0.6,2.86,0.25208848043350573,0.45,29.16,10.0,Clear,0,1
"""CNR3908312""","""CID8787746""",53,Okhla,Netaji Subhash Place,28.5636616,77.2890546,28.6960518,77.1526404,19.84874408429583,633.0,general_maintenance,0.828,4.08,0.20794442081514228,0.51,29.75,9.0,Clear,0,1
"""CNR9416323""","""CID1025742""",92,DLF City Court,Udyog Vihar Phase 4,10.0166321,76.3444988,28.4971745,77.0813511,2056.3805091099757,717.0,cleaning,0.444,1.58,0.10232012175524167,0.72,31.86,55.0,Clouds,0,1
"""CNR2912296""","""CID8094609""",264,Rajiv Nagar,Ramesh Nagar,20.2507628,85.7826009,28.6527444,77.1316496,1279.5108452792535,151.0,moving_help,0.68,2.47,0.09822997137854403,0.57,31.08,40.0,Haze,0,1
"""CNR4611314""","""CID6968311""",35,Sohna Road,New Delhi Railway Station,28.3911015,77.0490033,28.6402816,77.2204103,32.3756639925328,512.0,painting,0.42,3.12,0.2898135222246695,0.64,29.11,12.0,Clear,0,1
"""CNR4487090""","""CID1210782""",206,Lajpat Nagar,Chirag Delhi,28.5660924,77.2432851,28.5381411,77.2280694,3.4450764341976523,1390.0,cleaning,0.40800000000000003,1.59,0.05849515866710647,0.74,29.71,9.0,Clear,0,1
"""CNR1487489""","""CID3403699""",81,Moolchand,Karol Bagh,30.3184099,78.0689451,28.6529982,77.1890227,203.82965038118266,224.0,plumbing,0.30400000000000005,2.32,0.21688762962990965,0.75,25.28,38.0,Clear,0,1
"""CNR6351034""","""CID2038230""",50,Uttam Nagar,Vaishali,28.6215226,77.0611064,25.7491702,85.3972164,883.9498687628522,708.0,cleaning,0.44,1.66,0.05510469007691173,0.37,29.5,10.0,Clear,0,1
"""CNR7600870""","""CID7289498""",2,INA Market,IFFCO Chowk,28.5744076,77.2102415,28.4723277,77.0724222,17.61074852726355,153.0,cleaning,0.47,2.59,0.2716192561861605,0.76,29.65,9.0,Clear,0,1
"""CNR8509610""","""CID8227993""",54,IIT Delhi,Mansarovar Park,28.5449971,77.1891506,28.675385,77.3008678,18.142144487520458,72.0,carpentry,0.58,1.01,0.22258170147042847,0.52,29.52,9.0,Clear,0,1
"""CNR3126177""","""CID1851430""",106,Munirka,Saidulajab,28.554886,77.1710841,28.5204237,77.2022859,4.896374510722077,696.0,general_maintenance,0.576,1.86,0.2798114065541811,0.45,29.52,9.0,Clear,0,1
"""CNR7449144""","""CID8609350""",260,IGNOU Road,Tis Hazari,28.5159032,77.2056737,28.6671626,77.2166306,16.85326475284063,2169.0,cleaning,0.256,1.6,0.2637323137853706,0.41,29.55,9.0,Clear,0,1
"""CNR1970319""","""CID6085619""",191,Meerut,Udyog Bhawan,29.0018557,77.7679671,28.6126506,77.211843,69.34686871091675,136.0,painting,0.6,1.05,0.1648496650898552,0.54,29.03,13.0,Clear,0,1
"""CNR4415815""","""CID8351180""",218,Punjabi Bagh,Saket A Block,28.672995,77.1461239,28.528163,77.2048771,17.09555265860763,214.0,plumbing,0.612,4.35,0.04566873278636347,0.74,29.61,9.0,Clear,0,1
"""CNR3899082""","""CID5467225""",44,Akshardham,Mayur Vihar,28.6125167,77.2773184,28.6098555,77.2926318,1.5238531586428874,835.0,plumbing,0.8160000000000001,3.97,0.06643785421195177,0.67,29.79,9.0,Clear,0,1
"""CNR3263958""","""CID3231090""",162,IMT Manesar,Ashram,28.3671851,76.920669,28.5724231,77.2585979,40.14870055357832,705.0,moving_help,0.55,4.98,0.06054536215575148,0.46,28.89,12.0,Clear,0,1
"""CNR9652983""","""CID4773175""",202,Azadpur,Khan Market,28.7057821,77.1819488,28.5995141,77.2259785,12.573278842087776,480.0,moving_help,0.51,4.02,0.06619183281744652,0.35,29.63,9.0,Clear,0,1
"""CNR3274827""","""CID3134967""",270,Cyber Hub,Old Gurgaon,51.905975,-2.1147883,28.4701448,77.0441185,6838.405174392534,707.0,painting,0.336,4.79,0.1429242435242877,0.79,13.58,88.0,Clouds,0,1
"""CNR8036415""","""CID9244184""",271,Sikanderpur,Greater Noida,28.4812716,77.0930017,28.4670734,77.5137649,41.15731118014195,865.0,moving_help,0.58,3.11,0.2603380423438236,0.58,29.22,10.0,Clear,0,1
"""CNR8433849""","""CID7659765""",215,Mayur Vihar,IGNOU Road,28.6098555,77.2926318,28.5159032,77.2056737,13.463370552443328,768.0,moving_help,0.39,4.43,0.0069343815215037515,0.36,29.79,9.0,Clear,0,1
"""CNR2948784""","""CID7747807""",252,Rohini West,Yamuna Bank,28.7149569,77.115385,28.6232554,77.2678697,18.03592085266079,626.0,painting,0.804,4.83,0.0715441219782544,0.55,29.57,9.0,Clear,0,1
"""CNR1996806""","""CID2293483""",190,Mandi House,Bahadurgarh,28.6255149,77.2341926,28.6609648,76.8346765,39.186344321582204,443.0,cleaning,0.39,1.29,0.17904089432989853,0.61,29.59,9.0,Clear,0,1
"""CNR5222120""","""CID2370613""",296,Aya Nagar,Chandni Chowk,28.476491,77.1329132,28.6559834,77.2321937,22.189003759622302,226.0,moving_help,0.98,4.79,0.2595970443773299,0.66,29.15,10.0,Clear,0,1
"""CNR6596872""","""CID2589193""",213,Shastri Nagar,Saket A Block,28.6700885,77.1818589,28.528163,77.2048771,15.940591241244968,449.0,cleaning,0.67,3.54,0.08924411604718295,0.77,29.63,9.0,Clear,0,1
"""CNR7149058""","""CID7341591""",208,Vinobapuri,Shastri Park,28.565871,77.2492973,28.6684339,77.2505301,11.405108987382722,778.0,electrical,0.36800000000000005,2.0,0.1147581477560422,0.54,29.71,9.0,Clear,0,1
"""CNR5726463""","""CID3407189""",237,Rohini West,Yamuna Bank,28.7149569,77.115385,28.6232554,77.2678697,18.03592085266079,361.0,general_maintenance,0.296,2.9,0.1120276229143516,0.55,29.57,9.0,Clear,0,1
"""CNR3975551""","""CID2944423""",53,Kashmere Gate ISBT,New Colony,28.6686963,77.2304228,26.7944934,82.204727,532.0271125444017,235.0,cleaning,0.768,4.08,0.08810809887897478,0.62,29.67,9.0,Clear,0,1
"""CNR8637930""","""CID8137475""",280,Rohini,Botanical Garden,27.5008961,83.5494732,55.8448473,37.6382437,4806.964703451889,186.0,moving_help,0.58,3.38,0.20962878825260836,0.55,29.0,48.0,Clear,0,1
"""CNR7036055""","""CID7359512""",217,Faridabad Sector 15,Vinobapuri,28.3983558,77.3231003,28.565871,77.2492973,19.97473677353264,86.0,painting,0.744,2.26,0.19674441673519785,0.73,29.54,11.0,Clear,0,1
"""CNR8504461""","""CID3984123""",252,Malviya Nagar,Chanakyapuri,28.5339201,77.2124474,28.5946775,77.1885212,7.148585781277781,234.0,general_maintenance,0.948,4.83,0.2529825030030271,0.46,29.55,9.0,Clear,0,1
"""CNR8819329""","""CID6695773""",188,Vaishali,Tilak Nagar,25.7491702,85.3972164,28.6365482,77.0964961,881.243423152523,758.0,moving_help,0.472,3.59,0.27527321405076216,0.84,30.46,36.0,Clear,0,1
"""CNR2472864""","""CID7156852""",41,Maidan Garhi,Panchsheel Park,28.4987734,77.1944475,28.5423747,77.2210916,5.502896741465338,273.0,cleaning,0.256,1.15,0.27014273942765415,0.82,29.24,10.0,Clear,0,1
"""CNR3239651""","""CID9573465""",157,Yamuna Bank,Nirman Vihar,28.6232554,77.2678697,28.6364592,77.2868145,2.3610189418371914,117.0,cleaning,0.264,3.58,0.1620482513636146,0.6,29.79,9.0,Clear,0,1
"""CNR2646387""","""CID8652330""",15,Khan Market,Central Secretariat,28.5995141,77.2259785,28.6158758,77.2123449,2.2541786581213734,955.0,moving_help,0.44000000000000006,2.45,0.0557092387273546,0.61,29.66,9.0,Clear,0,1
"""CNR4724814""","""CID1251463""",65,Pragati Maidan,Jama Masjid,28.6172378,77.2434616,28.6506822,77.232961,3.8574693357462544,139.0,moving_help,0.6,3.49,0.06664861486168823,0.56,29.71,9.0,Clear,0,1
"""CNR2200152""","""CID6635464""",9,Mansarovar Park,Rohini,28.675385,77.3008678,27.5008961,83.5494732,626.6533873772244,255.0,painting,0.31,2.69,0.7541522790765575,0.45,29.69,9.0,Clear,0,1
"""CNR5060137""","""CID2961093""",129,Rithala,Aya Nagar,28.7208064,77.1071813,28.476491,77.1329132,27.28253860007285,1212.0,cleaning,0.42,2.56,0.27551945549528234,0.55,29.54,9.0,Clear,0,1
"""CNR9291876""","""CID9026677""",136,Shastri Park,Indraprastha,28.6684339,77.2505301,28.6206019,77.249551,5.31953387363936,81.0,moving_help,0.504,4.03,0.15912943066941113,0.54,29.74,9.0,Clear,0,1
"""CNR4212658""","""CID5774800""",63,Cyber Hub,Udyog Bhawan,51.905975,-2.1147883,28.6126506,77.211843,6838.2309999335275,940.0,cleaning,0.35,3.78,0.2807185634300338,0.85,13.58,88.0,Clouds,0,1
"""CNR4415643""","""CID4718297""",139,Saidulajab,Hauz Khas,28.5204237,77.2022859,28.5498087,77.2077638,3.3109922474794344,98.0,painting,0.39,2.22,0.07867500537568066,0.73,29.55,9.0,Clear,0,1
"""CNR4092218""","""CID5726360""",81,Tughlakabad,Meerut,28.5034421,77.2970508,29.0018557,77.7679671,71.96491016192408,724.0,plumbing,0.40800000000000003,2.32,0.025904033326520182,0.74,29.49,9.0,Clear,0,1
"""CNR8034979""","""CID1915443""",163,Kashmere Gate,Karkarduma,28.6668141,77.2290549,28.6493434,77.3060686,7.761524318709891,749.0,plumbing,0.592,1.59,0.23888712182521663,0.52,29.67,9.0,Clear,0,1
"""CNR1435581""","""CID1856576""",289,Shastri Park,Barakhamba Road,28.6684339,77.2505301,28.6263693,77.2306802,5.062590586016554,244.0,cleaning,0.272,3.4,0.26381507458187836,0.83,29.74,9.0,Clear,0,1
"""CNR6987620""","""CID3121337""",261,Tilak Nagar,Azadpur,28.6365482,77.0964961,28.7057821,77.1819488,11.347661316586729,585.0,cleaning,0.95,1.59,0.13442437697594747,0.63,29.56,9.0,Clear,0,1
"""CNR4132145""","""CID5140786""",231,DLF Phase 3,Udyog Vihar Phase 4,28.4935677,77.093661,28.4971745,77.0813511,1.2680691032162594,554.0,cleaning,0.39,2.26,0.03073326530338939,0.65,29.31,10.0,Clear,0,1
"""CNR8207805""","""CID6685791""",41,Laxmi Nagar,Sohna Road,6.8952194,93.8898315,28.3911015,77.0490033,2974.3306389697864,803.0,plumbing,0.792,1.15,0.01269818835860863,0.66,25.93,84.0,Rain,0,1
"""CNR1438443""","""CID5468663""",28,Huda City Centre,Akshardham,28.4593429,77.0726571,28.6125167,77.2773184,26.264066896133226,388.0,moving_help,0.53,4.53,0.018767374678749338,0.8,29.17,11.0,Clear,0,1
"""CNR1361929""","""CID9052724""",135,Uttam Nagar,Greater Kailash,28.6215226,77.0611064,28.5419077,77.2384925,19.451969764674125,192.0,plumbing,0.5,4.24,0.663468675749886,0.5,29.5,10.0,Clear,0,1
"""CNR2687237""","""CID4887972""",201,Mehrauli,Nawada,28.5218262,77.1783232,24.8173249,85.5179085,925.0378129325296,79.0,carpentry,0.512,2.94,0.5408889945631511,0.52,29.38,9.0,Clear,0,1
"""CNR4269906""","""CID9683944""",268,Lajpat Nagar,Okhla,28.5660924,77.2432851,28.5636616,77.2890546,4.478007979552726,242.0,painting,0.64,2.65,0.1385769709520274,0.52,29.71,9.0,Clear,0,1
"""CNR1401386""","""CID2154950""",33,Botanical Garden,Azadpur,55.8448473,37.6382437,28.7057821,77.1819488,4336.023399585991,323.0,moving_help,0.36,2.54,0.1465468507408063,0.68,8.36,81.0,Clear,0,1
"""CNR7409512""","""CID5474366""",48,Karol Bagh,Palam Vihar,28.6529982,77.1890227,28.4983353,77.0203007,23.816160834794992,799.0,cleaning,0.45,3.85,0.13742785562261298,0.72,29.51,9.0,Clear,0,1
"""CNR1980045""","""CID9418411""",62,Ramesh Nagar,Greater Kailash,28.6527444,77.1316496,28.5419077,77.2384925,16.14618800660211,134.0,general_maintenance,0.67,3.52,0.1859767220971934,0.54,29.61,9.0,Clear,0,1
"""CNR9749627""","""CID3065827""",216,Nirman Vihar,Satguru Ram Singh Marg,28.6364592,77.2868145,28.6188228,77.1131431,17.063663545254204,113.0,moving_help,0.62,2.45,0.20382113558268122,0.71,29.74,9.0,Clear,0,1
"""CNR6236514""","""CID3761463""",293,Tughlakabad,Ramesh Nagar,28.5034421,77.2970508,28.6527444,77.1316496,23.161832791999384,81.0,cleaning,0.648,1.47,0.11878361873689142,0.42,29.49,9.0,Clear,0,1
"""CNR9048385""","""CID5242973""",99,India Gate,Kashmere Gate,28.6129332,77.2294928,28.6668141,77.2290549,5.991435130700201,992.0,moving_help,0.61,4.43,0.10110951365042298,0.61,29.66,9.0,Clear,0,1
"""CNR1903168""","""CID1051794""",172,Maidan Garhi,Samaypur Badli,28.4987734,77.1944475,28.7446411,77.1382701,27.88369977336482,513.0,cleaning,0.77,2.58,0.11052038533106424,0.5,29.24,10.0,Clear,0,1
"""CNR2922907""","""CID4507250""",214,Barakhamba Road,Noida Film City,28.6263693,77.2306802,28.57407,77.3139374,9.994296392648184,635.0,painting,0.384,4.73,0.4421089180382324,0.38,29.59,9.0,Clear,0,1
"""CNR7621341""","""CID1429306""",35,Kashmere Gate,Jor Bagh,28.6668141,77.2290549,28.5865094,77.2125273,9.074014014889247,242.0,painting,0.66,3.12,0.0964892258683991,0.8,29.67,9.0,Clear,0,1
"""CNR5803828""","""CID1039074""",227,Barakhamba Road,DLF City Court,28.6263693,77.2306802,10.0166321,76.3444988,2071.3714231109584,1114.0,carpentry,0.43200000000000005,4.68,0.05997379385296041,0.71,29.59,9.0,Clear,0,1
"""CNR4868713""","""CID2089650""",101,Gurgaon Sector 56,Cyber Hub,28.4253232,77.0985157,51.905975,-2.1147883,6845.681866814734,372.0,electrical,0.58,2.5,0.087252051619085,0.85,29.1,11.0,Clear,0,1
"""CNR3841045""","""CID1210899""",131,Ashram,Yamuna Bank,28.5724231,77.2585979,28.6232554,77.2678697,5.724317519553462,387.0,cleaning,0.84,4.61,0.8286382604245468,0.78,29.73,9.0,Clear,0,1
"""CNR5265040""","""CID3076700""",257,Gurgaon Sector 29,Mansarovar Park,28.4669197,77.0671306,28.675385,77.3008678,32.531866820008304,767.0,moving_help,0.44800000000000006,3.69,0.9931230608056557,0.85,29.25,11.0,Clear,0,1
"""CNR8112878""","""CID4809063""",5,Shahdara,Paharganj,28.6758661,77.2985078,28.6414989,77.2140607,9.082768955409364,447.0,cleaning,0.78,4.69,0.9541317802055724,0.73,29.69,9.0,Clear,0,1
"""CNR4617937""","""CID7348314""",218,Sultanpur,Delhi Gate,26.2604732,82.2380532,28.6392174,77.2407795,559.4863946574991,500.0,painting,0.6839999999999999,4.35,0.246487594358229,0.61,29.85,31.0,Clear,0,1
"""CNR7340396""","""CID7334750""",255,Gurgaon Sector 29,Dilshad Garden,28.4669197,77.0671306,28.6758864,77.321446,34.01003537281607,446.0,plumbing,0.44800000000000006,3.18,0.22115912001815222,0.85,29.25,11.0,Clear,0,1
"""CNR7554746""","""CID3234126""",283,Huda City Centre,Aya Nagar,28.4593429,77.0726571,28.476491,77.1329132,6.190969188114669,125.0,cleaning,0.33,2.03,0.9669625895206355,0.62,29.17,11.0,Clear,0,1
"""CNR9430550""","""CID3901448""",207,Dilshad Garden,Subhash Nagar,28.6758864,77.321446,28.6404593,77.1051815,21.466159669593747,419.0,moving_help,0.43200000000000005,3.63,0.22561255374101755,0.42,29.69,9.0,Clear,0,1
"""CNR4112922""","""CID8248967""",15,Basai Dhankot,Qutub Minar,28.4645841,76.9828171,28.524413,77.1854501,20.889952806588347,477.0,moving_help,0.488,2.45,0.14128640113929994,0.54,29.22,11.0,Clear,0,1
"""CNR4722464""","""CID7557487""",42,Anand Vihar,IMT Manesar,28.646841,77.3160332,28.3671851,76.920669,49.5927228195677,352.0,cleaning,0.672,1.23,0.1804085777151004,0.77,29.77,9.0,Clear,0,1
"""CNR4720063""","""CID1461597""",179,Munirka,Sushant Lok,28.554886,77.1710841,28.4706634,77.0798127,12.93196006997127,117.0,moving_help,0.3,3.76,0.5834709826542279,0.36,29.52,9.0,Clear,0,1
"""CNR5314934""","""CID1026547""",63,Tis Hazari,Arjangarh,28.6671626,77.2166306,28.4787294,77.1209508,22.941637025207626,51.0,moving_help,0.54,3.78,0.0009925013360918445,0.64,29.67,9.0,Clear,0,1
"""CNR5517193""","""CID9143442""",231,Malviya Nagar,Sohna Road,28.5339201,77.2124474,28.3911015,77.0490033,22.52719906485371,81.0,general_maintenance,0.66,2.26,0.10608386829949902,0.59,29.55,9.0,Clear,0,1
"""CNR3455701""","""CID9643714""",241,Munirka,Tis Hazari,28.554886,77.1710841,28.6671626,77.2166306,13.252654623720515,51.0,general_maintenance,0.69,1.39,0.12144895548059387,0.65,29.52,9.0,Clear,0,1
"""CNR5149854""","""CID9975388""",52,Akshardham,IGNOU Road,28.6125167,77.2773184,28.5159032,77.2056737,12.820551380745336,469.0,moving_help,0.68,3.29,0.8398552945529696,0.55,29.79,9.0,Clear,0,1
"""CNR6027511""","""CID6080643""",96,Udyog Vihar Phase 4,Greater Kailash,28.4971745,77.0813511,28.5419077,77.2384925,16.13867084910792,320.0,moving_help,0.72,1.75,0.25776615120688134,0.54,29.31,10.0,Clear,0,1
"""CNR4569804""","""CID8474448""",222,Raj Nagar Extension,IMT Manesar,26.898316,75.7759015,28.3671851,76.920669,198.47765945476445,726.0,painting,0.27999999999999997,2.28,0.28879641536082473,0.83,28.88,14.0,Clear,0,1
"""CNR5784218""","""CID1814194""",231,Nawada,New Delhi Railway Station,24.8173249,85.5179085,28.6402816,77.2204103,926.866116944024,455.0,moving_help,0.51,2.26,0.10553752600687627,0.54,29.57,40.0,Clear,0,1
"""CNR6349771""","""CID5577961""",237,Lajpat Nagar,Shivaji Park,28.5660924,77.2432851,19.0272788,72.8383977,1151.1348587789942,995.0,cleaning,0.6400000000000001,2.9,0.2872190809095335,0.36,29.71,9.0,Clear,0,1
"""CNR3708287""","""CID2958217""",143,Aya Nagar,Meerut,28.476491,77.1329132,29.0018557,77.7679671,85.12470233320703,1179.0,general_maintenance,0.40800000000000003,3.59,0.23981566700807155,0.81,29.15,10.0,Clear,0,1
